repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
1,1,25.11,assimetrico,16,84240,84239,100.00
1,1,26.07,assimetrico,16,88264,88264,100.00
1,2,26.07,assimetrico,0,89064,89064,100.00
1,2,25.11,assimetrico,0,98034,98034,100.00
1,3,25.11,simetrico,96,62628,1,0.00
1,3,26.07,simetrico,96,62628,1,0.00
1,4,26.07,simetrico,256,62628,1,0.00
1,4,25.11,simetrico,256,62628,1,0.00
1,5,25.11,assimetrico,96,109235,15626,14.30
1,5,26.07,assimetrico,96,116914,41667,35.64
1,6,26.07,simetrico,32,62628,1,0.00
1,6,25.11,simetrico,32,62628,1,0.00
1,7,25.11,simetrico,128,62628,1,0.00
1,7,26.07,simetrico,128,62628,1,0.00
1,8,26.07,assimetrico,64,91786,62500,68.09
1,8,25.11,assimetrico,64,130033,20834,16.02
1,9,25.11,assimetrico,128,114567,12501,10.91
1,9,26.07,assimetrico,128,98635,31250,31.68
1,10,26.07,simetrico,0,62628,62628,100.00
1,10,25.11,simetrico,0,62628,62628,100.00
1,11,25.11,assimetrico,24,97640,62500,64.01
1,11,26.07,assimetrico,24,88013,88013,100.00
1,12,26.07,assimetrico,512,92726,7813,8.43
1,12,25.11,assimetrico,512,108743,3677,3.38
1,13,25.11,simetrico,64,62628,1,0.00
1,13,26.07,simetrico,64,62628,1,0.00
1,14,26.07,assimetrico,256,96043,15625,16.27
1,14,25.11,assimetrico,256,106208,6945,6.54
1,15,25.11,simetrico,24,62628,1,0.00
1,15,26.07,simetrico,24,62628,62628,100.00
1,16,26.07,assimetrico,32,103303,62501,60.50
1,16,25.11,assimetrico,32,107953,37671,34.90
1,17,25.11,simetrico,512,62628,1,0.00
1,17,26.07,simetrico,512,62628,1,0.00
1,18,26.07,assimetrico,48,100274,62501,62.33
1,18,25.11,assimetrico,48,125315,32257,25.74
1,19,25.11,simetrico,48,62628,1,0.00
1,19,26.07,simetrico,48,62628,1,0.00
1,20,26.07,simetrico,16,62628,62628,100.00
1,20,25.11,simetrico,16,62628,62628,100.00
2,1,26.07,simetrico,96,62628,1,0.00
2,1,25.11,simetrico,96,62628,1,0.00
2,2,25.11,assimetrico,24,100779,62500,62.02
2,2,26.07,assimetrico,24,88613,88613,100.00
2,3,26.07,assimetrico,96,105874,41667,39.36
2,3,25.11,assimetrico,96,110705,15626,14.11
2,4,25.11,simetrico,48,62628,1,0.00
2,4,26.07,simetrico,48,62628,1,0.00
2,5,26.07,simetrico,512,62628,1,0.00
2,5,25.11,simetrico,512,62628,1,0.00
2,6,25.11,assimetrico,128,113436,12501,11.02
2,6,26.07,assimetrico,128,100533,31250,31.08
2,7,26.07,simetrico,24,62628,62628,100.00
2,7,25.11,simetrico,24,62628,1,0.00
2,8,25.11,simetrico,16,62628,62628,100.00
2,8,26.07,simetrico,16,62628,62628,100.00
2,9,26.07,assimetrico,256,102680,15625,15.22
2,9,25.11,assimetrico,256,106315,6945,6.53
2,10,25.11,assimetrico,64,124782,20834,16.70
2,10,26.07,assimetrico,64,92489,62500,67.58
2,11,26.07,simetrico,32,62628,1,0.00
2,11,25.11,simetrico,32,62628,1,0.00
2,12,25.11,assimetrico,0,99351,99351,100.00
2,12,26.07,assimetrico,0,89872,89872,100.00
2,13,26.07,simetrico,64,62628,1,0.00
2,13,25.11,simetrico,64,62628,1,0.00
2,14,25.11,assimetrico,48,124263,31990,25.74
2,14,26.07,assimetrico,48,101228,62501,61.74
2,15,26.07,simetrico,128,62628,1,0.00
2,15,25.11,simetrico,128,62628,1,0.00
2,16,25.11,simetrico,256,62628,1,0.00
2,16,26.07,simetrico,256,62628,1,0.00
2,17,26.07,simetrico,0,62628,62628,100.00
2,17,25.11,simetrico,0,62628,62628,100.00
2,18,25.11,assimetrico,512,99812,3677,3.68
2,18,26.07,assimetrico,512,95167,7813,8.21
2,19,26.07,assimetrico,16,86981,86981,100.00
2,19,25.11,assimetrico,16,86247,86245,100.00
2,20,25.11,assimetrico,32,109248,37842,34.64
2,20,26.07,assimetrico,32,103993,62501,60.10
3,1,25.11,simetrico,256,62628,1,0.00
3,1,26.07,simetrico,256,62628,1,0.00
3,2,26.07,assimetrico,256,103264,15625,15.13
3,2,25.11,assimetrico,256,99909,6945,6.95
3,3,25.11,simetrico,32,62628,1,0.00
3,3,26.07,simetrico,32,62628,1,0.00
3,4,26.07,assimetrico,24,87076,87076,100.00
3,4,25.11,assimetrico,24,101501,62501,61.58
3,5,25.11,simetrico,128,62628,1,0.00
3,5,26.07,simetrico,128,62628,1,0.00
3,6,26.07,assimetrico,512,100813,7813,7.75
3,6,25.11,assimetrico,512,107829,3677,3.41
3,7,25.11,assimetrico,0,99337,99337,100.00
3,7,26.07,assimetrico,0,85787,85787,100.00
3,8,26.07,simetrico,48,62628,1,0.00
3,8,25.11,simetrico,48,62628,1,0.00
3,9,25.11,assimetrico,128,114038,12501,10.96
3,9,26.07,assimetrico,128,105989,31250,29.48
3,10,26.07,simetrico,96,62628,1,0.00
3,10,25.11,simetrico,96,62628,1,0.00
3,11,25.11,simetrico,64,62628,1,0.00
3,11,26.07,simetrico,64,62628,1,0.00
3,12,26.07,simetrico,24,62628,62628,100.00
3,12,25.11,simetrico,24,62628,1,0.00
3,13,25.11,assimetrico,64,123329,20834,16.89
3,13,26.07,assimetrico,64,89588,62500,69.76
3,14,26.07,simetrico,0,62628,62628,100.00
3,14,25.11,simetrico,0,62628,62628,100.00
3,15,25.11,assimetrico,16,84294,84291,100.00
3,15,26.07,assimetrico,16,88682,88682,100.00
3,16,26.07,assimetrico,48,100358,62501,62.28
3,16,25.11,assimetrico,48,124037,32541,26.23
3,17,25.11,assimetrico,32,109918,38152,34.71
3,17,26.07,assimetrico,32,102532,62501,60.96
3,18,26.07,simetrico,16,62628,62628,100.00
3,18,25.11,simetrico,16,62628,62628,100.00
3,19,25.11,assimetrico,96,108304,15626,14.43
