repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
1,1,25.11,simetrico,64,62628,1,0.00
1,1,26.07,simetrico,64,62628,1,0.00
1,2,26.07,assimetrico,24,91622,91622,100.00
1,2,25.11,assimetrico,24,88014,62500,71.01
1,3,25.11,assimetrico,32,98628,34763,35.25
1,3,26.07,assimetrico,32,97900,62501,63.84
1,4,26.07,assimetrico,128,105142,31250,29.72
1,4,25.11,assimetrico,128,91569,12501,13.65
1,5,25.11,simetrico,48,62628,1,0.00
1,5,26.07,simetrico,48,62628,1,0.00
1,6,26.07,simetrico,96,62628,1,0.00
1,6,25.11,simetrico,96,62628,1,0.00
1,7,25.11,simetrico,16,62628,62628,100.00
1,7,26.07,simetrico,16,62628,62628,100.00
1,8,26.07,simetrico,24,62628,62628,100.00
1,8,25.11,simetrico,24,62628,1,0.00
1,9,25.11,assimetrico,48,108352,31532,29.10
1,9,26.07,assimetrico,48,100761,62501,62.03
1,10,26.07,simetrico,512,62628,1,0.00
1,10,25.11,simetrico,512,62628,1,0.00
1,11,25.11,simetrico,32,62628,1,0.00
1,11,26.07,simetrico,32,62628,1,0.00
1,12,26.07,assimetrico,64,91245,62500,68.50
1,12,25.11,assimetrico,64,93357,20834,22.32
1,13,25.11,simetrico,128,62628,1,0.00
1,13,26.07,simetrico,128,62628,1,0.00
1,14,26.07,assimetrico,96,112468,41667,37.05
1,14,25.11,assimetrico,96,92830,15626,16.83
1,15,25.11,assimetrico,16,79564,79563,100.00
1,15,26.07,assimetrico,16,88115,88115,100.00
1,16,26.07,simetrico,256,62628,1,0.00
1,16,25.11,simetrico,256,62628,1,0.00
1,17,25.11,assimetrico,0,86950,86950,100.00
1,17,26.07,assimetrico,0,86812,86812,100.00
1,18,26.07,simetrico,0,62628,62628,100.00
1,18,25.11,simetrico,0,62628,62628,100.00
1,19,25.11,assimetrico,256,94114,6945,7.38
1,19,26.07,assimetrico,256,100715,15625,15.51
1,20,26.07,assimetrico,512,96588,7813,8.09
1,20,25.11,assimetrico,512,88080,3677,4.17
2,1,26.07,simetrico,48,62628,1,0.00
2,1,25.11,simetrico,48,62628,1,0.00
2,2,25.11,assimetrico,24,86513,62500,72.24
2,2,26.07,assimetrico,24,87912,87909,100.00
2,3,26.07,assimetrico,16,88140,88139,100.00
2,3,25.11,assimetrico,16,80550,80549,100.00
2,4,25.11,assimetrico,32,95634,34119,35.68
2,4,26.07,assimetrico,32,97744,62501,63.94
2,5,26.07,simetrico,64,62628,1,0.00
2,5,25.11,simetrico,64,62628,1,0.00
2,6,25.11,simetrico,256,62628,1,0.00
2,6,26.07,simetrico,256,62628,1,0.00
2,7,26.07,simetrico,24,62628,62628,100.00
2,7,25.11,simetrico,24,62628,1,0.00
2,8,25.11,assimetrico,512,92292,3677,3.98
2,8,26.07,assimetrico,512,98013,7813,7.97
2,9,26.07,simetrico,128,62628,1,0.00
2,9,25.11,simetrico,128,62628,1,0.00
2,10,25.11,simetrico,32,62628,1,0.00
2,10,26.07,simetrico,32,62628,1,0.00
2,11,26.07,simetrico,96,62628,1,0.00
2,11,25.11,simetrico,96,62628,1,0.00
2,12,25.11,assimetrico,0,90546,90546,100.00
2,12,26.07,assimetrico,0,92141,92141,100.00
2,13,26.07,simetrico,512,62628,1,0.00
2,13,25.11,simetrico,512,62628,1,0.00
2,14,25.11,assimetrico,256,91926,6945,7.55
2,14,26.07,assimetrico,256,93598,15625,16.69
2,15,26.07,simetrico,0,62628,62628,100.00
2,15,25.11,simetrico,0,62628,62628,100.00
2,16,25.11,assimetrico,96,99428,15626,15.72
2,16,26.07,assimetrico,96,110817,41667,37.60
2,17,26.07,assimetrico,48,102487,62501,60.98
2,17,25.11,assimetrico,48,106956,31543,29.49
2,18,25.11,assimetrico,128,94570,12501,13.22
2,18,26.07,assimetrico,128,100208,31250,31.19
2,19,26.07,simetrico,16,62628,62628,100.00
2,19,25.11,simetrico,16,62628,62628,100.00
2,20,25.11,assimetrico,64,98039,20834,21.25
2,20,26.07,assimetrico,64,93868,62500,66.58
3,1,25.11,assimetrico,256,92293,6945,7.52
3,1,26.07,assimetrico,256,95994,15625,16.28
3,2,26.07,assimetrico,32,108746,62501,57.47
3,2,25.11,assimetrico,32,97319,34487,35.44
3,3,25.11,simetrico,24,62628,1,0.00
3,3,26.07,simetrico,24,62628,62628,100.00
3,4,26.07,simetrico,512,62628,1,0.00
3,4,25.11,simetrico,512,62628,1,0.00
3,5,25.11,simetrico,256,62628,1,0.00
3,5,26.07,simetrico,256,62628,1,0.00
3,6,26.07,simetrico,64,62628,1,0.00
3,6,25.11,simetrico,64,62628,1,0.00
3,7,25.11,simetrico,96,62628,1,0.00
3,7,26.07,simetrico,96,62628,1,0.00
3,8,26.07,assimetrico,512,94773,7813,8.24
3,8,25.11,assimetrico,512,90449,3677,4.07
3,9,25.11,assimetrico,16,79925,79922,100.00
3,9,26.07,assimetrico,16,90808,90808,100.00
3,10,26.07,simetrico,48,62628,1,0.00
3,10,25.11,simetrico,48,62628,1,0.00
3,11,25.11,simetrico,0,62628,62628,100.00
3,11,26.07,simetrico,0,62628,62628,100.00
3,12,26.07,assimetrico,48,99081,62501,63.08
3,12,25.11,assimetrico,48,106377,31746,29.84
3,13,25.11,assimetrico,24,86918,62500,71.91
3,13,26.07,assimetrico,24,86569,86569,100.00
3,14,26.07,simetrico,128,62628,1,0.00
3,14,25.11,simetrico,128,62628,1,0.00
3,15,25.11,simetrico,32,62628,1,0.00
3,15,26.07,simetrico,32,62628,1,0.00
3,16,26.07,assimetrico,128,100660,31250,31.05
3,16,25.11,assimetrico,128,94747,12501,13.19
3,17,25.11,assimetrico,96,91668,15626,17.05
3,17,26.07,assimetrico,96,111326,41667,37.43
3,18,26.07,assimetrico,64,92134,62500,67.84
3,18,25.11,assimetrico,64,95403,20834,21.84
3,19,25.11,simetrico,16,62628,62628,100.00
3,19,26.07,simetrico,16,62628,62628,100.00
3,20,26.07,assimetrico,0,87952,87952,100.00
3,20,25.11,assimetrico,0,88093,88093,100.00
4,1,26.07,simetrico,32,62628,1,0.00
4,1,25.11,simetrico,32,62628,1,0.00
4,2,25.11,simetrico,256,62628,1,0.00
4,2,26.07,simetrico,256,62628,1,0.00
4,3,26.07,simetrico,0,62628,62628,100.00
4,3,25.11,simetrico,0,62628,62628,100.00
4,4,25.11,assimetrico,24,86745,62500,72.05
4,4,26.07,assimetrico,24,87312,87312,100.00
4,5,26.07,assimetrico,0,87270,87270,100.00
4,5,25.11,assimetrico,0,88648,88648,100.00
4,6,25.11,simetrico,16,62628,62628,100.00
4,6,26.07,simetrico,16,62628,62628,100.00
4,7,26.07,simetrico,24,62628,62628,100.00
4,7,25.11,simetrico,24,62628,1,0.00
4,8,25.11,assimetrico,32,95606,34130,35.70
4,8,26.07,assimetrico,32,105437,62501,59.28
4,9,26.07,simetrico,128,62628,1,0.00
4,9,25.11,simetrico,128,62628,1,0.00
4,10,25.11,simetrico,96,62628,1,0.00
4,10,26.07,simetrico,96,62628,1,0.00
4,11,26.07,simetrico,512,62628,1,0.00
4,11,25.11,simetrico,512,62628,1,0.00
4,12,25.11,assimetrico,16,79623,79622,100.00
4,12,26.07,assimetrico,16,87900,87900,100.00
4,13,26.07,simetrico,64,62628,1,0.00
4,13,25.11,simetrico,64,62628,1,0.00
4,14,25.11,assimetrico,512,88806,3677,4.14
4,14,26.07,assimetrico,512,91773,7813,8.51
4,15,26.07,assimetrico,48,98938,62501,63.17
4,15,25.11,assimetrico,48,105733,31531,29.82
4,16,25.11,assimetrico,96,89033,15626,17.55
4,16,26.07,assimetrico,96,108198,41667,38.51
4,17,26.07,assimetrico,128,97936,31250,31.91
4,17,25.11,assimetrico,128,94791,12501,13.19
4,18,25.11,assimetrico,64,98001,20834,21.26
4,18,26.07,assimetrico,64,91604,62500,68.23
4,19,26.07,simetrico,48,62628,1,0.00
4,19,25.11,simetrico,48,62628,1,0.00
4,20,25.11,assimetrico,256,89984,6945,7.72
4,20,26.07,assimetrico,256,94273,15625,16.57
5,1,25.11,assimetrico,0,91492,91492,100.00
5,1,26.07,assimetrico,0,87461,87461,100.00
5,2,26.07,simetrico,32,62628,1,0.00
5,2,25.11,simetrico,32,62628,1,0.00
5,3,25.11,simetrico,512,62628,1,0.00
5,3,26.07,simetrico,512,62628,1,0.00
5,4,26.07,simetrico,96,62628,1,0.00
5,4,25.11,simetrico,96,62628,1,0.00
5,5,25.11,assimetrico,24,85054,62501,73.48
5,5,26.07,assimetrico,24,88888,88888,100.00
5,6,26.07,assimetrico,32,99141,62501,63.04
5,6,25.11,assimetrico,32,97655,34529,35.36
5,7,25.11,assimetrico,256,92725,6945,7.49
5,7,26.07,assimetrico,256,93390,15625,16.73
5,8,26.07,simetrico,0,62628,62628,100.00
5,8,25.11,simetrico,0,62628,62628,100.00
5,9,25.11,simetrico,256,62628,1,0.00
5,9,26.07,simetrico,256,62628,1,0.00
5,10,26.07,simetrico,128,62628,1,0.00
5,10,25.11,simetrico,128,62628,1,0.00
5,11,25.11,assimetrico,96,90474,15626,17.27
5,11,26.07,assimetrico,96,110136,41667,37.83
5,12,26.07,assimetrico,48,105663,62501,59.15
5,12,25.11,assimetrico,48,105839,31559,29.82
5,13,25.11,simetrico,48,62628,1,0.00
5,13,26.07,simetrico,48,62628,1,0.00
5,14,26.07,assimetrico,64,91907,62500,68.00
5,14,25.11,assimetrico,64,98727,20834,21.10
5,15,25.11,assimetrico,128,94654,12501,13.21
5,15,26.07,assimetrico,128,107094,31250,29.18
5,16,26.07,simetrico,16,62628,62628,100.00
5,16,25.11,simetrico,16,62628,62628,100.00
5,17,25.11,simetrico,64,62628,1,0.00
5,17,26.07,simetrico,64,62628,1,0.00
5,18,26.07,simetrico,24,62628,62628,100.00
5,18,25.11,simetrico,24,62628,1,0.00
5,19,25.11,assimetrico,16,79694,79692,100.00
5,19,26.07,assimetrico,16,89072,89072,100.00
5,20,26.07,assimetrico,512,93544,7813,8.35
5,20,25.11,assimetrico,512,89331,3677,4.12
6,1,26.07,assimetrico,256,97889,15625,15.96
6,1,25.11,assimetrico,256,90903,6945,7.64
6,2,25.11,assimetrico,32,97779,34836,35.63
6,2,26.07,assimetrico,32,99868,62501,62.58
6,3,26.07,simetrico,64,62628,1,0.00
6,3,25.11,simetrico,64,62628,1,0.00
6,4,25.11,assimetrico,96,91189,15626,17.14
6,4,26.07,assimetrico,96,110298,41667,37.78
6,5,26.07,simetrico,32,62628,1,0.00
6,5,25.11,simetrico,32,62628,1,0.00
6,6,25.11,simetrico,24,62628,1,0.00
6,6,26.07,simetrico,24,62628,62628,100.00
6,7,26.07,simetrico,96,62628,1,0.00
6,7,25.11,simetrico,96,62628,1,0.00
6,8,25.11,assimetrico,0,89722,89722,100.00
6,8,26.07,assimetrico,0,87203,87203,100.00
6,9,26.07,assimetrico,48,101282,62501,61.71
