repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
1,1,25.11,simetrico,128,62628,1,0.00
1,1,26.07,simetrico,128,62628,1,0.00
1,2,26.07,assimetrico,24,88653,88652,100.00
1,2,25.11,assimetrico,24,88394,62501,70.71
1,3,25.11,simetrico,256,62628,1,0.00
1,3,26.07,simetrico,256,62628,1,0.00
1,4,26.07,assimetrico,48,99892,62501,62.57
1,4,25.11,assimetrico,48,106257,31515,29.66
1,5,25.11,simetrico,64,62628,1,0.00
1,5,26.07,simetrico,64,62628,1,0.00
1,6,26.07,simetrico,96,62628,1,0.00
1,6,25.11,simetrico,96,62628,1,0.00
1,7,25.11,assimetrico,128,92161,12501,13.56
1,7,26.07,assimetrico,128,98540,31250,31.71
1,8,26.07,assimetrico,256,95554,15625,16.35
1,8,25.11,assimetrico,256,90471,6945,7.68
1,9,25.11,simetrico,0,62628,62628,100.00
1,9,26.07,simetrico,0,62628,62628,100.00
1,10,26.07,assimetrico,0,88258,88258,100.00
1,10,25.11,assimetrico,0,89806,89806,100.00
1,11,25.11,assimetrico,96,91363,15626,17.10
1,11,26.07,assimetrico,96,116384,41667,35.80
1,12,26.07,simetrico,24,62628,62628,100.00
1,12,25.11,simetrico,24,62628,1,0.00
1,13,25.11,assimetrico,16,80679,80677,100.00
1,13,26.07,assimetrico,16,86668,86667,100.00
1,14,26.07,simetrico,16,62628,62628,100.00
1,14,25.11,simetrico,16,62628,62628,100.00
1,15,25.11,assimetrico,64,93820,20834,22.21
1,15,26.07,assimetrico,64,93092,62500,67.14
1,16,26.07,simetrico,512,62628,1,0.00
1,16,25.11,simetrico,512,62628,1,0.00
1,17,25.11,simetrico,32,62628,1,0.00
1,17,26.07,simetrico,32,62628,1,0.00
1,18,26.07,assimetrico,512,93566,7813,8.35
1,18,25.11,assimetrico,512,90147,3677,4.08
1,19,25.11,assimetrico,32,98204,34888,35.53
1,19,26.07,assimetrico,32,100045,62501,62.47
1,20,26.07,simetrico,48,62628,1,0.00
1,20,25.11,simetrico,48,62628,1,0.00
2,1,26.07,simetrico,16,62628,62628,100.00
2,1,25.11,simetrico,16,62628,62628,100.00
2,2,25.11,simetrico,24,62628,1,0.00
2,2,26.07,simetrico,24,62628,62628,100.00
2,3,26.07,simetrico,96,62628,1,0.00
2,3,25.11,simetrico,96,62628,1,0.00
2,4,25.11,assimetrico,16,80956,80954,100.00
2,4,26.07,assimetrico,16,88189,88189,100.00
2,5,26.07,simetrico,128,62628,1,0.00
2,5,25.11,simetrico,128,62628,1,0.00
2,6,25.11,assimetrico,256,98413,6945,7.06
2,6,26.07,assimetrico,256,98149,15625,15.92
2,7,26.07,assimetrico,32,98577,62501,63.40
2,7,25.11,assimetrico,32,96602,34614,35.83
2,8,25.11,assimetrico,0,91641,91641,100.00
