repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
1,1,25.11,assimetrico,24,86855,62501,71.96
1,1,26.07,assimetrico,24,90313,90312,100.00
1,2,26.07,simetrico,32,62628,1,0.00
1,2,25.11,simetrico,32,62628,1,0.00
1,3,25.11,simetrico,96,62628,1,0.00
1,3,26.07,simetrico,96,62628,1,0.00
1,4,26.07,simetrico,512,62628,1,0.00
1,4,25.11,simetrico,512,62628,1,0.00
1,5,25.11,assimetrico,32,96382,34259,35.55
1,5,26.07,assimetrico,32,97442,62501,64.14
1,6,26.07,simetrico,64,62628,1,0.00
1,6,25.11,simetrico,64,62628,1,0.00
1,7,25.11,simetrico,128,62628,1,0.00
1,7,26.07,simetrico,128,62628,1,0.00
1,8,26.07,assimetrico,16,85939,85938,100.00
1,8,25.11,assimetrico,16,80243,80240,100.00
1,9,25.11,simetrico,0,62628,62628,100.00
1,9,26.07,simetrico,0,62628,62628,100.00
1,10,26.07,simetrico,48,62628,1,0.00
1,10,25.11,simetrico,48,62628,1,0.00
1,11,25.11,assimetrico,512,88104,3677,4.17
1,11,26.07,assimetrico,512,95564,7813,8.18
1,12,26.07,simetrico,16,62628,62628,100.00
1,12,25.11,simetrico,16,62628,62628,100.00
1,13,25.11,assimetrico,256,89402,6945,7.77
1,13,26.07,assimetrico,256,94681,15625,16.50
1,14,26.07,assimetrico,64,89753,62500,69.64
1,14,25.11,assimetrico,64,95961,20834,21.71
1,15,25.11,assimetrico,48,106006,31513,29.73
1,15,26.07,assimetrico,48,104757,62501,59.66
1,16,26.07,simetrico,256,62628,1,0.00
1,16,25.11,simetrico,256,62628,1,0.00
1,17,25.11,assimetrico,0,91335,91335,100.00
1,17,26.07,assimetrico,0,89249,89249,100.00
1,18,26.07,simetrico,24,62628,62628,100.00
1,18,25.11,simetrico,24,62628,1,0.00
1,19,25.11,assimetrico,96,90801,15626,17.21
1,19,26.07,assimetrico,96,107101,41667,38.90
1,20,26.07,assimetrico,128,99195,31250,31.50
1,20,25.11,assimetrico,128,94276,12501,13.26
2,1,26.07,simetrico,64,62628,1,0.00
2,1,25.11,simetrico,64,62628,1,0.00
2,2,25.11,simetrico,128,62628,1,0.00
2,2,26.07,simetrico,128,62628,1,0.00
2,3,26.07,assimetrico,512,92460,7813,8.45
2,3,25.11,assimetrico,512,94544,3677,3.89
2,4,25.11,simetrico,16,62628,62628,100.00
2,4,26.07,simetrico,16,62628,62628,100.00
2,5,26.07,assimetrico,48,109186,62501,57.24
2,5,25.11,assimetrico,48,107007,31618,29.55
2,6,25.11,assimetrico,24,87331,62500,71.57
2,6,26.07,assimetrico,24,88813,88811,100.00
2,7,26.07,simetrico,96,62628,1,0.00
2,7,25.11,simetrico,96,62628,1,0.00
2,8,25.11,simetrico,512,62628,1,0.00
2,8,26.07,simetrico,512,62628,1,0.00
2,9,26.07,simetrico,24,62628,62628,100.00
2,9,25.11,simetrico,24,62628,1,0.00
2,10,25.11,simetrico,48,62628,1,0.00
2,10,26.07,simetrico,48,62628,1,0.00
2,11,26.07,simetrico,256,62628,1,0.00
2,11,25.11,simetrico,256,62628,1,0.00
2,12,25.11,assimetrico,32,99359,36450,36.69
2,12,26.07,assimetrico,32,105774,62501,59.09
2,13,26.07,simetrico,32,62628,1,0.00
2,13,25.11,simetrico,32,62628,1,0.00
2,14,25.11,simetrico,0,62628,62628,100.00
2,14,26.07,simetrico,0,62628,62628,100.00
2,15,26.07,assimetrico,16,86793,86792,100.00
2,15,25.11,assimetrico,16,80529,80526,100.00
2,16,25.11,assimetrico,64,95254,20834,21.87
2,16,26.07,assimetrico,64,91049,62500,68.64
2,17,26.07,assimetrico,128,103160,31250,30.29
2,17,25.11,assimetrico,128,95070,12501,13.15
2,18,25.11,assimetrico,0,86056,86056,100.00
2,18,26.07,assimetrico,0,87709,87709,100.00
2,19,26.07,assimetrico,256,95434,15625,16.37
2,19,25.11,assimetrico,256,96004,6945,7.23
2,20,25.11,assimetrico,96,91691,15626,17.04
2,20,26.07,assimetrico,96,107339,41667,38.82
3,1,25.11,simetrico,512,62628,1,0.00
3,1,26.07,simetrico,512,62628,1,0.00
3,2,26.07,assimetrico,96,116358,41667,35.81
3,2,25.11,assimetrico,96,94983,15626,16.45
3,3,25.11,assimetrico,128,100843,12501,12.40
3,3,26.07,assimetrico,128,97026,31250,32.21
3,4,26.07,simetrico,0,62628,62628,100.00
